,Open time,Date,Open,High,Low,Close,Volume
0,1514678400000,2017-12-31_00:00:00,12345.1,14050.11,12149.98,13707.92,11768.989717999984
1,1514764800000,2018-01-01_00:00:00,13715.65,13818.55,12750.0,13436.41,8609.91584400001
2,1514851200000,2018-01-02_00:00:00,13382.16,15473.49,12890.02,14700.0,20078.09211100001
3,1514937600000,2018-01-03_00:00:00,14690.0,15307.56,14150.0,14897.96,15905.667638999992
4,1515024000000,2018-01-04_00:00:00,14919.51,15280.0,13918.04,15099.0,23019.237328999996
5,1515117900000,2018-01-05_02:05:00,15075.43,17176.24,14600.0,17048.98,23554.00747400002
6,1515204300000,2018-01-06_02:05:00,17049.0,17143.13,16011.21,16924.02,18136.09768299998
7,1515290700000,2018-01-07_02:05:00,16924.04,16942.0,15610.0,15970.98,12464.913968999976
8,1515377100000,2018-01-08_02:05:00,15920.0,16100.0,12812.0,15185.51,26424.250311999982
9,1515463500000,2018-01-09_02:05:00,15220.0,15500.0,13750.0,14238.07,14807.611828999998
10,1515549900000,2018-01-10_02:05:00,14225.0,14968.68,13131.31,14489.95,16710.707174000014
11,1515636300000,2018-01-11_02:05:00,14490.01,14505.02,11400.0,13344.09,34903.87409900002
12,1515722700000,2018-01-12_02:05:00,13372.14,14250.0,13222.0,14096.7,15680.47352899999
13,1515809100000,2018-01-13_02:05:00,14098.99,14580.0,13820.0,14315.0,11034.03211999997
14,1515895500000,2018-01-14_02:05:00,14315.08,14330.0,12569.2,13452.01,17588.621846
15,1515981900000,2018-01-15_02:05:00,13468.0,14249.99,12501.0,12810.05,18082.716042000004
16,1516068300000,2018-01-16_02:05:00,12898.95,13211.1,9035.0,10699.99,65606.77352800002
17,1516154700000,2018-01-17_02:05:00,10709.92,11680.99,9037.94,11305.88,70394.90245599997
18,1516241100000,2018-01-18_02:05:00,11350.0,11878.82,10435.33,11170.0,46347.14311899998
19,1516327500000,2018-01-19_02:05:00,11156.29,11795.0,10360.0,11686.67,33182.62514200003
